"id","userId","timestamp","eventType","details","isCheating","riskScore"
"95","2","2025-03-15 18:09:12.33","keyispressed","Key pressed: y",,
"96","2","2025-03-15 18:09:12.756","keyispressed","Key pressed:  ",,
"97","2","2025-03-15 18:09:13.077","keyispressed","Key pressed: k",,
"98","2","2025-03-15 18:09:12.628","keyispressed","Key pressed: a",,
"99","2","2025-03-15 18:09:13.462","keyispressed","Key pressed: r",,
"100","2","2025-03-15 18:09:13.574","keyispressed","Key pressed: i",,
"101","2","2025-03-15 18:09:13.682","keyispressed","Key pressed:  ",,
"102","2","2025-03-15 18:09:13.719","keyispressed","Key pressed: m",,
"103","2","2025-03-15 18:09:13.717","keyispressed","Key pressed: r",,
"104","2","2025-03-15 18:09:13.75","keyispressed","Key pressed: a",,
"105","2","2025-03-15 18:09:13.485","keyispressed","Key pressed: a",,
"106","2","2025-03-15 18:09:13.838","keyispressed","Key pressed: n",,
"107","2","2025-03-15 18:09:13.474","keyispressed","Key pressed: p",,
"108","2","2025-03-15 18:09:13.999","keyispressed","Key pressed: a",,
"109","2","2025-03-15 18:09:14.041","keyispressed","Key pressed:  ",,
"110","2","2025-03-15 18:09:14.09","keyispressed","Key pressed: i",,
"111","2","2025-03-15 18:09:14.187","keyispressed","Key pressed: d",,
"112","2","2025-03-15 18:09:14.189","keyispressed","Key pressed: a",,
"113","2","2025-03-15 18:09:14.738","mousemoved","Mouse moved to: (511, 462)",,
"114","2","2025-03-15 18:09:14.904","mousemoved","Mouse moved to: (509, 87)",,
"115","2","2025-03-15 18:09:15.267","mousemoved","Mouse moved to: (626, 10)",,
"116","2","2025-03-15 18:09:15.329","mousemoved","Mouse moved to: (699, 127)",,
"117","2","2025-03-15 18:09:15.65","mousemoved","Mouse moved to: (693, 90)",,
"118","2","2025-03-15 18:09:16.328","tabswitched","Tab switched to: http://localhost:3000/stream",,
"119","2","2025-03-15 18:10:00.43","tabswitched","Tab switched to: http://localhost:3000/stream",,
"120","2","2025-03-15 18:10:00.791","mousemoved","Mouse moved to: (885, 33)",,
"121","2","2025-03-15 18:10:00.911","mousemoved","Mouse moved to: (882, 264)",,
"122","2","2025-03-15 18:10:00.943","mousemoved","Mouse moved to: (864, 267)",,
"123","2","2025-03-15 18:10:00.977","mousemoved","Mouse moved to: (845, 266)",,
"124","2","2025-03-15 18:10:01.037","mousemoved","Mouse moved to: (814, 279)",,
"125","2","2025-03-15 18:10:01.149","mousemoved","Mouse moved to: (659, 494)",,
"126","2","2025-03-15 18:10:01.154","mousemoved","Mouse moved to: (889, 246)",,
"127","2","2025-03-15 18:10:01.15","mousemoved","Mouse moved to: (714, 445)",,
"128","2","2025-03-15 18:10:01.366","mousemoved","Mouse moved to: (710, 451)",,
"129","2","2025-03-15 18:10:01.484","mousemoved","Mouse moved to: (746, 376)",,
"130","2","2025-03-15 18:10:01.483","mousemoved","Mouse moved to: (666, 489)",,
"131","2","2025-03-15 18:10:01.518","mousemoved","Mouse moved to: (688, 474)",,
"132","2","2025-03-15 18:10:01.583","keyispressed","Key pressed: Backspace",,
"133","2","2025-03-15 18:10:02.179","keyispressed","Key pressed: Backspace",,
"134","2","2025-03-15 18:10:02.227","keyispressed","Key pressed: Backspace",,
"135","2","2025-03-15 18:10:02.215","keyispressed","Key pressed: Backspace",,
"136","2","2025-03-15 18:10:02.27","keyispressed","Key pressed: Backspace",,
"137","2","2025-03-15 18:10:02.271","keyispressed","Key pressed: Backspace",,
"138","2","2025-03-15 18:10:02.365","keyispressed","Key pressed: Backspace",,
"139","2","2025-03-15 18:10:02.557","keyispressed","Key pressed: Backspace",,
"140","2","2025-03-15 18:10:02.602","keyispressed","Key pressed: Backspace",,
"141","2","2025-03-15 18:10:02.784","keyispressed","Key pressed: Backspace",,
"142","2","2025-03-15 18:10:02.907","keyispressed","Key pressed: Backspace",,
"143","2","2025-03-15 18:10:02.814","keyispressed","Key pressed: Backspace",,
"144","2","2025-03-15 18:10:03.003","keyispressed","Key pressed: Backspace",,
"145","2","2025-03-15 18:10:03.004","keyispressed","Key pressed: Backspace",,
"146","2","2025-03-15 18:10:03.004","keyispressed","Key pressed: Backspace",,
"147","2","2025-03-15 18:10:03.033","keyispressed","Key pressed: Backspace",,
"148","2","2025-03-15 18:10:03.164","keyispressed","Key pressed: Backspace",,
"149","2","2025-03-15 18:10:03.161","keyispressed","Key pressed: Backspace",,
"150","2","2025-03-15 18:10:03.067","keyispressed","Key pressed: Backspace",,
"151","2","2025-03-15 18:10:03.167","keyispressed","Key pressed: Backspace",,
"152","2","2025-03-15 18:10:03.167","keyispressed","Key pressed: Backspace",,
"153","2","2025-03-15 18:10:03.168","keyispressed","Key pressed: Backspace",,
"154","2","2025-03-15 18:10:03.25","keyispressed","Key pressed: Backspace",,
"155","2","2025-03-15 18:10:03.281","keyispressed","Key pressed: Backspace",,
"156","2","2025-03-15 18:10:03.549","keyispressed","Key pressed: Backspace",,
"157","2","2025-03-15 18:10:03.547","keyispressed","Key pressed: p",,
"158","2","2025-03-15 18:10:03.735","keyispressed","Key pressed: r",,
"159","2","2025-03-15 18:10:04.467","keyispressed","Key pressed: a",,
"160","2","2025-03-15 18:10:04.766","keyispressed","Key pressed: n",,
"161","2","2025-03-15 18:10:04.894","keyispressed","Key pressed: a",,
"162","2","2025-03-15 18:10:05.147","keyispressed","Key pressed: y",,
"163","2","2025-03-15 18:10:05.308","keyispressed","Key pressed:  ",,
"164","2","2025-03-15 18:10:05.554","keyispressed","Key pressed: k",,
"165","2","2025-03-15 18:10:05.717","keyispressed","Key pressed: i",,
"166","2","2025-03-15 18:10:05.935","keyispressed","Key pressed:  ",,
"167","2","2025-03-15 18:10:06.074","keyispressed","Key pressed: m",,
"168","2","2025-03-15 18:10:06.29","keyispressed","Key pressed: a",,
"169","2","2025-03-15 18:10:06.479","keyispressed","Key pressed: a",,
"170","2","2025-03-15 18:10:06.588","keyispressed","Key pressed:  ",,
"171","2","2025-03-15 18:10:06.977","keyispressed","Key pressed: r",,
"172","2","2025-03-15 18:10:07.133","keyispressed","Key pressed: a",,
"173","2","2025-03-15 18:10:07.258","keyispressed","Key pressed: n",,
"174","2","2025-03-15 18:10:07.495","keyispressed","Key pressed: d",,
"175","2","2025-03-15 18:10:07.608","keyispressed","Key pressed: i",,
"176","2","2025-03-15 18:10:09.049","keyispressed","Key pressed: .",,
"177","2","2025-03-15 18:10:09.345","keyispressed","Key pressed: .",,
"178","2","2025-03-15 18:10:09.375","keyispressed","Key pressed: .",,
"179","2","2025-03-15 18:10:09.498","keyispressed","Key pressed: .",,
"180","2","2025-03-15 18:10:09.471","keyispressed","Key pressed: .",,
"181","2","2025-03-15 18:10:09.475","keyispressed","Key pressed: .",,
"182","2","2025-03-15 18:10:09.561","keyispressed","Key pressed: .",,
"183","2","2025-03-15 18:10:09.621","keyispressed","Key pressed: .",,
"184","2","2025-03-15 18:10:09.749","keyispressed","Key pressed: .",,
"185","2","2025-03-15 18:10:09.749","keyispressed","Key pressed: .",,
"186","2","2025-03-15 18:10:09.781","keyispressed","Key pressed: .",,
"187","2","2025-03-15 18:10:09.783","keyispressed","Key pressed: .",,
"188","2","2025-03-15 18:10:09.913","keyispressed","Key pressed: .",,
"189","2","2025-03-15 18:10:09.936","keyispressed","Key pressed: .",,
"190","2","2025-03-15 18:10:10.031","keyispressed","Key pressed: .",,
"191","2","2025-03-15 18:10:10.032","keyispressed","Key pressed: .",,
"192","2","2025-03-15 18:10:10.249","keyispressed","Key pressed: .",,
"193","2","2025-03-15 18:10:10.276","keyispressed","Key pressed: .",,
"194","2","2025-03-15 18:10:10.472","keyispressed","Key pressed: .",,
"195","2","2025-03-15 18:10:10.532","keyispressed","Key pressed: .",,
"196","2","2025-03-15 18:10:10.689","keyispressed","Key pressed: .",,
"197","2","2025-03-15 18:10:10.717","keyispressed","Key pressed: .",,
"198","2","2025-03-15 18:10:10.52","keyispressed","Key pressed: .",,
"199","2","2025-03-15 18:10:11.08","keyispressed","Key pressed: .",,
"200","2","2025-03-15 18:10:10.69","keyispressed","Key pressed: .",,
"201","2","2025-03-15 18:10:11.084","keyispressed","Key pressed: .",,
"202","2","2025-03-15 18:10:11.085","keyispressed","Key pressed: .",,
"203","2","2025-03-15 18:10:11.084","keyispressed","Key pressed: .",,
"204","2","2025-03-15 18:10:11.085","keyispressed","Key pressed: .",,
"205","2","2025-03-15 18:10:11.138","keyispressed","Key pressed: .",,
"206","2","2025-03-15 18:10:11.168","keyispressed","Key pressed: .",,
"207","2","2025-03-15 18:10:11.139","keyispressed","Key pressed: .",,
"208","2","2025-03-15 18:10:11.138","keyispressed","Key pressed: .",,
"209","2","2025-03-15 18:10:11.612","keyispressed","Key pressed: .",,
"210","2","2025-03-15 18:10:11.611","keyispressed","Key pressed: .",,
"211","2","2025-03-15 18:10:11.635","mousemoved","Mouse moved to: (658, 150)",,
"212","2","2025-03-15 18:10:11.619","keyispressed","Key pressed: .",,
"213","2","2025-03-15 18:10:12.498","tabswitched","Tab switched to: http://localhost:3000/stream",,
"214","2","2025-03-15 18:10:12.497","mousemoved","Mouse moved to: (648, 485)",,
"215","3","2025-03-15 18:22:40.555","SIGNUP","User account created from IP: ::1",,
"216","3","2025-03-15 18:22:41.964","LOGIN","User logged in successfully",,
"217","3","2025-03-15 18:22:51.092","keyispressed","Key pressed: h",,
"218","3","2025-03-15 18:22:50.083","tabswitched","Tab switched to: http://localhost:3000/stream",,
"219","3","2025-03-15 18:22:52.627","keyispressed","Key pressed: b",,
"220","3","2025-03-15 18:22:52.538","mousemoved","Mouse moved to: (691, 494)",,
"221","3","2025-03-15 18:22:52.546","mousemoved","Mouse moved to: (741, 548)",,
"222","3","2025-03-15 18:22:52.607","mousemoved","Mouse moved to: (673, 479)",,
"223","3","2025-03-15 18:22:53.818","keyispressed","Key pressed: e",,
"224","3","2025-03-15 18:22:54.429","keyispressed","Key pressed:  ",,
"225","3","2025-03-15 18:22:54.82","keyispressed","Key pressed: o",,
"226","3","2025-03-15 18:22:54.902","keyispressed","Key pressed: g",,
"227","3","2025-03-15 18:22:55.006","keyispressed","Key pressed: o",,
"228","3","2025-03-15 18:22:55.198","keyispressed","Key pressed:  ",,
"229","3","2025-03-15 18:22:54.912","keyispressed","Key pressed: l",,
"230","3","2025-03-15 18:22:55.007","keyispressed","Key pressed: l",,
"231","3","2025-03-15 18:22:55.006","keyispressed","Key pressed:  ",,
"232","3","2025-03-15 18:22:55.006","keyispressed","Key pressed: o",,
"233","3","2025-03-15 18:22:55.43","keyispressed","Key pressed: w",,
"234","3","2025-03-15 18:22:55.715","keyispressed","Key pressed: d",,
"235","3","2025-03-15 18:22:56.023","keyispressed","Key pressed: d",,
"236","3","2025-03-15 18:22:56.029","keyispressed","Key pressed: k",,
"237","3","2025-03-15 18:22:56.137","keyispressed","Key pressed: y",,
"238","3","2025-03-15 18:22:55.821","keyispressed","Key pressed: r",,
"239","3","2025-03-15 18:22:55.98","keyispressed","Key pressed: u",,
"240","3","2025-03-15 18:22:56.116","keyispressed","Key pressed: d",,
"241","3","2025-03-15 18:22:56.583","keyispressed","Key pressed: Enter",,
"242","3","2025-03-15 18:22:57.531","mousemoved","Mouse moved to: (700, 495)",,
"243","3","2025-03-15 18:22:57.62","mousemoved","Mouse moved to: (1128, 702)",,
"244","3","2025-03-15 18:22:57.71","mousemoved","Mouse moved to: (1336, 754)",,
"245","3","2025-03-15 18:22:57.841","mousemoved","Mouse moved to: (1471, 718)",,
"246","3","2025-03-15 18:22:57.603","mousemoved","Mouse moved to: (1362, 742)",,
"247","3","2025-03-15 18:22:57.944","mousemoved","Mouse moved to: (1503, 736)",,
"248","3","2025-03-15 18:22:57.975","mousemoved","Mouse moved to: (1444, 723)",,
"249","3","2025-03-15 18:22:58.095","mousemoved","Mouse moved to: (1450, 723)",,
"250","3","2025-03-15 18:22:58.096","mousemoved","Mouse moved to: (1460, 718)",,
"251","3","2025-03-15 18:22:58.459","mousemoved","Mouse moved to: (1366, 486)",,
"252","3","2025-03-15 18:22:58.474","keyispressed","Key pressed: o",,
"253","3","2025-03-15 18:22:58.797","mousemoved","Mouse moved to: (1496, 714)",,
"254","3","2025-03-15 18:22:58.925","mousemoved","Mouse moved to: (1320, 421)",,
"255","3","2025-03-15 18:22:59.002","mousemoved","Mouse moved to: (1167, 306)",,
"256","3","2025-03-15 18:22:59.343","mousemoved","Mouse moved to: (1064, 198)",,
"257","3","2025-03-15 18:22:59.661","mousemoved","Mouse moved to: (1141, 256)",,
"258","3","2025-03-15 18:22:59.656","mousemoved","Mouse moved to: (1033, 164)",,
"259","3","2025-03-15 18:23:00.048","mousemoved","Mouse moved to: (810, 13)",,
"260","3","2025-03-15 18:23:00.47","tabswitched","Tab switched to: http://localhost:3000/stream",,
"261","4","2025-03-15 18:28:18.418","SIGNUP","User account created from IP: ::1",,
"262","4","2025-03-15 18:28:22.393","LOGIN","User logged in successfully",,
"263","4","2025-03-15 18:28:31.601","mousemoved","Mouse moved to: (813, 371)",,
"264","4","2025-03-15 18:28:33.649","mousemoved","Mouse moved to: (544, 368)",,
"265","4","2025-03-15 18:28:33.391","mousemoved","Mouse moved to: (818, 261)",,
"266","4","2025-03-15 18:28:33.649","keyispressed","Key pressed: l",,
"267","4","2025-03-15 18:28:33.877","mousemoved","Mouse moved to: (508, 398)",,
"268","4","2025-03-15 18:28:33.668","mousemoved","Mouse moved to: (520, 387)",,
"269","4","2025-03-15 18:28:33.734","mousemoved","Mouse moved to: (551, 363)",,
"270","4","2025-03-15 18:28:33.754","keyispressed","Key pressed: o",,
"271","4","2025-03-15 18:28:33.796","tabswitched","Tab switched to: http://localhost:3000/stream",,
"272","4","2025-03-15 18:28:33.81","mousemoved","Mouse moved to: (514, 391)",,
"273","4","2025-03-15 18:28:33.851","mousemoved","Mouse moved to: (640, 294)",,
"274","4","2025-03-15 18:28:33.854","mousemoved","Mouse moved to: (808, 231)",,
"275","4","2025-03-15 18:28:33.975","mousemoved","Mouse moved to: (656, 277)",,
"276","4","2025-03-15 18:28:33.877","mousemoved","Mouse moved to: (816, 233)",,
"277","4","2025-03-15 18:28:33.975","keyispressed","Key pressed:  ",,
"278","4","2025-03-15 18:28:33.879","mousemoved","Mouse moved to: (742, 250)",,
"279","4","2025-03-15 18:28:33.966","mousemoved","Mouse moved to: (493, 414)",,
"280","4","2025-03-15 18:28:34.547","keyispressed","Key pressed: g",,
"281","4","2025-03-15 18:28:34.882","keyispressed","Key pressed:  ",,
"282","4","2025-03-15 18:28:35.163","keyispressed","Key pressed: s",,
"283","4","2025-03-15 18:28:35.191","keyispressed","Key pressed: u",,
"284","4","2025-03-15 18:28:35.24","keyispressed","Key pressed: u",,
"285","4","2025-03-15 18:28:35.119","keyispressed","Key pressed: y",,
"286","4","2025-03-15 18:28:35.455","keyispressed","Key pressed:  ",,
"287","4","2025-03-15 18:28:35.534","keyispressed","Key pressed: j",,
"288","4","2025-03-15 18:28:35.562","keyispressed","Key pressed: s",,
"289","4","2025-03-15 18:28:35.232","keyispressed","Key pressed: h",,
"290","4","2025-03-15 18:28:35.282","keyispressed","Key pressed: e",,
"291","4","2025-03-15 18:28:35.584","keyispressed","Key pressed: c",,
"292","4","2025-03-15 18:28:35.654","keyispressed","Key pressed: t",,
"293","4","2025-03-15 18:28:35.455","keyispressed","Key pressed: l",,
"294","4","2025-03-15 18:28:35.795","keyispressed","Key pressed: h",,
"295","4","2025-03-15 18:28:36.061","keyispressed","Key pressed: c",,
"296","4","2025-03-15 18:28:36.204","keyispressed","Key pressed: e",,
"297","4","2025-03-15 18:28:36.241","keyispressed","Key pressed: k",,
"298","4","2025-03-15 18:28:36.41","keyispressed","Key pressed: k",,
"299","4","2025-03-15 18:28:36.768","keyispressed","Key pressed: i",,
"300","4","2025-03-15 18:28:36.89","keyispressed","Key pressed: n",,
"301","4","2025-03-15 18:28:37.084","keyispressed","Key pressed: g",,
"302","4","2025-03-15 18:28:37.174","keyispressed","Key pressed:  ",,
"303","4","2025-03-15 18:28:37.722","keyispressed","Key pressed: t",,
"304","4","2025-03-15 18:28:37.722","keyispressed","Key pressed: h",,
"305","4","2025-03-15 18:28:37.848","keyispressed","Key pressed: e",,
"306","4","2025-03-15 18:28:37.884","keyispressed","Key pressed:  ",,
"307","4","2025-03-15 18:28:39.425","keyispressed","Key pressed: p",,
"308","4","2025-03-15 18:28:39.605","keyispressed","Key pressed: r",,
"309","4","2025-03-15 18:28:39.884","keyispressed","Key pressed: i",,
"310","4","2025-03-15 18:28:39.987","keyispressed","Key pressed: s",,
"311","4","2025-03-15 18:28:40.405","keyispressed","Key pressed: m",,
"312","4","2025-03-15 18:28:40.536","keyispressed","Key pressed: a",,
"313","4","2025-03-15 18:28:40.596","keyispressed","Key pressed:  ",,
"314","4","2025-03-15 18:28:42.841","keyispressed","Key pressed: c",,
"315","4","2025-03-15 18:28:43.399","keyispressed","Key pressed: o",,
"316","4","2025-03-15 18:28:43.601","keyispressed","Key pressed: n",,
"317","4","2025-03-15 18:28:43.748","keyispressed","Key pressed: s",,
"318","4","2025-03-15 18:28:43.886","keyispressed","Key pressed: o",,
"319","4","2025-03-15 18:28:44.119","keyispressed","Key pressed: l",,
"320","4","2025-03-15 18:28:44.182","keyispressed","Key pressed: e",,
"321","4","2025-03-15 18:28:45.56","keyispressed","Key pressed: .",,
"322","4","2025-03-15 18:28:46.127","keyispressed","Key pressed: .",,
"323","4","2025-03-15 18:28:46.147","keyispressed","Key pressed: .",,
"324","4","2025-03-15 18:28:46.196","keyispressed","Key pressed: .",,
"325","4","2025-03-15 18:28:46.218","keyispressed","Key pressed: .",,
"326","4","2025-03-15 18:28:46.249","keyispressed","Key pressed: .",,
"327","4","2025-03-15 18:28:46.299","keyispressed","Key pressed: .",,
"328","4","2025-03-15 18:28:46.347","keyispressed","Key pressed: .",,
"329","4","2025-03-15 18:28:46.459","keyispressed","Key pressed: .",,
"330","4","2025-03-15 18:28:46.459","keyispressed","Key pressed: .",,
"331","4","2025-03-15 18:28:46.445","keyispressed","Key pressed: .",,
"332","4","2025-03-15 18:28:46.493","keyispressed","Key pressed: .",,
"333","4","2025-03-15 18:28:46.499","keyispressed","Key pressed: .",,
"334","4","2025-03-15 18:28:46.537","keyispressed","Key pressed: .",,
"335","4","2025-03-15 18:28:46.609","keyispressed","Key pressed: .",,
"336","4","2025-03-15 18:28:46.65","keyispressed","Key pressed: .",,
"337","4","2025-03-15 18:28:46.761","keyispressed","Key pressed: .",,
"338","4","2025-03-15 18:28:46.769","keyispressed","Key pressed: .",,
"339","4","2025-03-15 18:28:46.761","keyispressed","Key pressed: .",,
"340","4","2025-03-15 18:28:46.77","keyispressed","Key pressed: .",,
"341","4","2025-03-15 18:28:46.877","keyispressed","Key pressed: .",,
"342","4","2025-03-15 18:28:47.232","mousemoved","Mouse moved to: (491, 400)",,
"343","4","2025-03-15 18:28:47.294","mousemoved","Mouse moved to: (477, 263)",,
"344","4","2025-03-15 18:28:47.357","mousemoved","Mouse moved to: (472, 204)",,
"345","4","2025-03-15 18:28:47.393","mousemoved","Mouse moved to: (533, 74)",,
"346","4","2025-03-15 18:28:47.754","mousemoved","Mouse moved to: (557, 37)",,
"347","4","2025-03-15 18:28:48.348","tabswitched","Tab switched to: http://localhost:3000/stream",,
"348","4","2025-03-15 18:29:13.033","tabswitched","Tab switched to: http://localhost:3000/stream",,
"349","4","2025-03-15 18:29:13.418","mousemoved","Mouse moved to: (840, 8)",,
"350","4","2025-03-15 18:29:13.515","mousemoved","Mouse moved to: (723, 327)",,
"351","4","2025-03-15 18:29:13.618","mousemoved","Mouse moved to: (694, 437)",,
"352","4","2025-03-15 18:29:13.684","mousemoved","Mouse moved to: (690, 443)",,
"353","4","2025-03-15 18:29:13.726","mousemoved","Mouse moved to: (688, 432)",,
"354","4","2025-03-15 18:29:13.813","mousemoved","Mouse moved to: (695, 362)",,
"355","4","2025-03-15 18:29:13.834","mousemoved","Mouse moved to: (704, 347)",,
